Employee ID,Gender,Age,Department,Job Role,Date of Joining,Salary (BGN),Performance Rating,Absenteeism Rate,Engagement Score,Education Level,Years in Current Role,Years at Company,Promotion in Last 2 Years,Overtime Hours per Week,Training Hours per Year,Office Location,Bonus Received in Last Year
3885,Male,49,Operations,Operations Manager,03/06/2019,4900,2,0.45,1.3,PhD,1,5,Yes,8,72,Sofia,Yes
4309,Female,28,Treasury,Liquidity Specialist,07/07/2020,5500,1,0.45,1.5,Bachelor's,5,4,Yes,17,51,Ruse,No
2734,Male,54,Internal Audit,Audit Analyst,1/27/2012,9800,5,0.19,5,Bachelor's,3,12,Yes,10,29,Varna,Yes
9927,Female,53,Security,Security Officer,3/17/2022,6900,5,0.09,5,High School,1,2,Yes,9,49,Plovdiv,No
1151,Female,24,Business Transformation,Project Manager,07/02/2010,4800,3,0.02,2.9,Master's,2,14,No,16,66,Plovdiv,No
1503,Female,36,Finance,Finance Manager,4/16/2017,2600,1,0.25,1.9,High School,2,7,No,13,37,Varna,Yes
7191,Male,22,Treasury,Treasury Manager,5/20/2010,5200,5,0.19,5,High School,2,14,Yes,8,49,Varna,Yes
7825,Female,27,Treasury,Treasury Manager,2/13/2012,9200,4,0.09,4.8,High School,2,12,No,18,30,Burgas,No
2049,Male,30,IT,IT Manager,02/05/2019,6300,5,0.11,4.4,Master's,1,5,No,15,14,Ruse,Yes
8624,Male,48,Compliance,Regulatory Officer,2/25/2018,4700,3,0.03,2.8,High School,8,6,No,9,24,Burgas,Yes
6844,Female,48,Corporate Banking,Corporate Banker,2/19/2021,12200,5,0.11,5,Bachelor's,2,3,Yes,4,19,Sofia,Yes
6511,Female,23,Product Management,Product Manager,03/09/2011,3500,1,0.33,1.3,PhD,1,13,No,4,14,Sofia,No
9103,Male,40,Human Resources,HR Manager,10/08/2018,6800,3,0,2.3,Bachelor's,7,5,No,5,54,Plovdiv,No
3538,Female,54,Legal,Paralegal,02/05/2023,4600,5,0.08,4.1,High School,1,1,No,4,10,Ruse,Yes
7201,Female,37,IT,System Administrator,11/22/2019,6200,3,0.15,3.5,PhD,6,4,No,5,40,Burgas,No
6507,Male,57,Loan Servicing,Loan Servicing Specialist,12/08/2021,6600,3,0.13,2.3,High School,9,2,No,2,1,Varna,Yes
4268,Male,40,Operations,Operations Analyst,9/27/2019,5600,3,0.05,3,PhD,6,5,No,19,71,Burgas,No
3084,Male,51,Retail Banking,Branch Manager,3/24/2019,6200,4,0.02,3.7,High School,1,5,No,14,21,Sofia,Yes
2007,Female,43,Internal Audit,Audit Analyst,11/11/2019,4700,1,0.46,1,Bachelor's,2,4,No,18,56,Sofia,No
7075,Male,48,Internal Audit,Audit Analyst,02/07/2012,7300,4,0.16,4,High School,3,12,No,13,15,Burgas,No
1997,Female,37,Human Resources,HR Manager,04/03/2010,6400,2,0.35,2.2,Master's,2,14,Yes,6,10,Plovdiv,Yes
5059,Female,53,Corporate Banking,Loan Officer,06/10/2017,7400,2,0.47,1.3,PhD,7,7,No,7,75,Plovdiv,No
7555,Female,51,Security,Security Officer,09/11/2014,10500,5,0.05,4.6,Bachelor's,2,10,Yes,16,79,Burgas,Yes
3511,Female,26,Fraud Prevention,Fraud Investigator,09/08/2015,3300,1,0.47,1,Bachelor's,3,9,No,10,18,Sofia,No
8463,Male,54,Finance,Tax Specialist,4/27/2020,3200,1,0.44,1,Bachelor's,9,4,Yes,15,45,Burgas,No
9044,Female,57,Retail Banking,Retail Banker,06/01/2016,6600,4,0.15,3.6,High School,3,8,Yes,10,71,Burgas,No
7436,Female,46,Treasury,Treasury Analyst,06/12/2015,8000,5,0.07,5,Master's,3,9,Yes,12,71,Plovdiv,Yes
2620,Male,53,Retail Banking,Teller,6/16/2020,4000,1,0.5,1.1,High School,4,4,No,16,25,Ruse,No
9785,Female,35,Digital Banking,Online Banking Manager,5/30/2014,5100,3,0.18,2.9,High School,5,10,No,13,17,Varna,Yes
8539,Female,58,Treasury,Treasury Analyst,9/14/2010,3600,2,0.35,1.9,High School,4,14,No,2,36,Burgas,Yes
6037,Male,59,Marketing,Communications Specialist,11/23/2009,8700,5,0,4.8,Bachelor's,2,14,Yes,2,77,Burgas,Yes
2268,Male,23,Corporate Banking,Relationship Manager,6/13/2018,3100,4,0.13,4.2,Master's,2,6,No,10,69,Ruse,Yes
7792,Male,51,Collection,Collection Agent,12/24/2019,6200,5,0.1,5,Bachelor's,2,4,No,19,38,Sofia,Yes
5689,Female,38,Risk Management,Risk Officer,2/24/2017,6700,5,0.09,4.8,High School,1,7,Yes,9,65,Sofia,No
9962,Male,55,Collection,Collection Manager,5/24/2018,5600,4,0.07,4.3,PhD,3,6,Yes,0,77,Varna,Yes
1730,Female,43,Sales,Sales Consultant,12/26/2012,7300,5,0.12,4.5,High School,1,11,No,1,55,Sofia,Yes
3578,Female,25,Sales,Sales Consultant,6/25/2019,6300,3,0.09,3,PhD,9,5,No,17,34,Varna,Yes
8141,Male,31,Digital Banking,Digital Product Manager,03/03/2011,7200,5,0.09,4.9,Master's,2,13,Yes,7,63,Ruse,No
8347,Male,45,IT,IT Manager,06/11/2019,6500,5,0.11,5,High School,2,5,No,5,70,Varna,Yes
1551,Male,54,Mortgage Services,Mortgage Officer,12/27/2023,7600,3,0.1,3,Bachelor's,8,0,No,13,39,Plovdiv,No
7292,Male,23,Marketing,Marketing Analyst,9/17/2017,4600,3,0.01,3.7,PhD,9,7,No,15,74,Plovdiv,No
8816,Female,33,Marketing,Marketing Manager,9/27/2019,4800,2,0.31,1.3,Bachelor's,1,5,Yes,3,1,Burgas,Yes
8230,Female,32,Treasury,Liquidity Specialist,4/23/2013,9200,5,0.1,5,High School,3,11,No,14,23,Burgas,Yes
7016,Male,42,Product Management,Product Manager,1/25/2014,10600,5,0.1,4.2,High School,1,10,Yes,4,4,Varna,Yes
5926,Male,47,Digital Banking,Online Banking Manager,9/17/2024,2400,1,0.29,1.5,Bachelor's,3,0,No,9,4,Sofia,No
2978,Female,41,Sales,Sales Consultant,10/04/2012,6200,1,0.47,1,Bachelor's,5,12,No,6,12,Varna,No
4295,Female,39,Legal,Corporate Lawyer,03/03/2019,3500,2,0.38,2.6,PhD,8,5,Yes,4,11,Burgas,No
4831,Male,54,Digital Banking,Digital Product Manager,02/04/2020,4400,1,0.44,1,PhD,9,4,No,2,37,Sofia,No
5239,Male,22,Product Management,Product Development Specialist,7/18/2021,3200,1,0.29,1,Master's,9,3,No,7,13,Plovdiv,No
2783,Female,36,IT,IT Support,02/09/2022,10900,5,0.13,4.8,Bachelor's,1,2,No,5,41,Burgas,Yes
8765,Male,51,Loan Servicing,Loan Processor,8/15/2020,3600,3,0.05,2.8,PhD,3,4,No,14,78,Ruse,No
3692,Female,53,Customer Support,Customer Service Manager,6/15/2020,5600,4,0.01,4.2,PhD,1,4,No,16,44,Sofia,Yes
6278,Female,30,Retail Banking,Retail Sales Advisor,09/04/2015,6500,3,0.09,2.5,High School,7,9,No,1,16,Ruse,No
2957,Female,32,Product Management,Product Manager,12/02/2021,5400,2,0.32,3.1,High School,6,2,No,16,2,Varna,No
7823,Male,26,Customer Support,Customer Service Manager,11/04/2012,6500,1,0.3,1.3,Master's,7,11,No,1,44,Plovdiv,No
8863,Male,22,Finance,Financial Analyst,4/16/2015,3400,1,0.42,1.6,Bachelor's,8,9,No,3,47,Ruse,Yes
4623,Male,38,Legal,Paralegal,02/08/2024,4300,1,0.28,1,Bachelor's,2,0,No,6,50,Burgas,No
7475,Female,22,Business Transformation,Project Manager,7/22/2023,6400,3,0.14,2.8,PhD,9,1,No,11,72,Burgas,Yes
8236,Female,29,Fraud Prevention,Fraud Prevention Manager,8/28/2012,4100,1,0.48,1.7,PhD,8,12,Yes,5,32,Plovdiv,Yes
9578,Male,24,Business Transformation,Business Analyst,8/27/2017,2500,1,0.42,1.9,PhD,6,7,No,12,75,Burgas,No
9849,Female,25,Sales,Sales Manager,02/02/2010,6500,4,0.1,3.7,PhD,3,14,Yes,4,49,Varna,No
6249,Female,33,Operations,Back Office Specialist,05/11/2021,6600,3,0.14,3.2,PhD,8,3,No,2,49,Burgas,Yes
6804,Female,42,Fraud Prevention,Fraud Investigator,03/04/2019,5500,3,0.1,3.5,PhD,6,5,Yes,7,79,Plovdiv,No
7653,Male,25,Corporate Banking,Credit Analyst,10/18/2009,8700,5,0.04,5,Bachelor's,3,14,No,10,30,Varna,Yes
3207,Female,37,Digital Banking,Online Banking Manager,11/16/2015,6600,5,0,5,Master's,1,8,Yes,6,71,Ruse,No
9956,Male,30,Loan Servicing,Loan Servicing Specialist,6/15/2024,5200,2,0.21,2.4,Bachelor's,2,0,No,5,53,Plovdiv,No
8895,Male,23,Risk Management,Risk Officer,8/22/2021,8900,5,0.14,5,Bachelor's,1,3,No,5,36,Plovdiv,No
5103,Female,28,Mortgage Services,Mortgage Officer,12/28/2022,7500,3,0.05,2.7,Master's,4,1,No,11,15,Sofia,No
6657,Male,28,Security,Cybersecurity Specialist,3/31/2017,3600,2,0.4,1.5,Master's,9,7,No,16,65,Sofia,No
9059,Female,24,Trade Finance,Trade Finance Manager,08/10/2023,6800,4,0.07,4.9,Bachelor's,3,1,Yes,15,17,Varna,Yes
6859,Female,34,Trade Finance,Trade Finance Specialist,04/05/2013,9200,4,0.04,3.5,Master's,2,11,No,4,47,Varna,Yes
3192,Female,36,Mortgage Services,Mortgage Officer,09/03/2015,7200,2,0.44,2.1,High School,1,9,No,15,18,Varna,No
6123,Male,26,Digital Banking,Online Banking Manager,5/24/2023,9000,5,0.19,5,High School,2,1,No,7,0,Varna,Yes
9012,Male,22,Retail Banking,Branch Manager,03/02/2017,5900,3,0.08,2.5,Bachelor's,7,7,Yes,10,60,Sofia,Yes
5274,Female,59,Finance,Accountant,8/22/2017,3900,1,0.36,1.8,High School,9,7,No,0,61,Ruse,Yes
7679,Female,35,Trade Finance,Trade Analyst,07/03/2017,7900,3,0.2,3.4,High School,1,7,No,6,3,Sofia,No
4486,Female,59,Product Management,Product Manager,04/09/2017,6000,5,0.05,4.7,High School,2,7,Yes,6,37,Sofia,No
6834,Male,36,Treasury,Treasury Manager,04/07/2015,7700,5,0.03,4.6,PhD,3,9,Yes,11,23,Ruse,Yes
2670,Female,45,Marketing,Marketing Manager,2/13/2024,5000,4,0.08,3.6,Bachelor's,2,0,Yes,13,60,Burgas,No
6525,Female,29,Trade Finance,Trade Analyst,4/29/2011,8500,4,0.03,4.6,Bachelor's,3,13,Yes,8,10,Burgas,Yes
1917,Male,45,Compliance,Data Privacy Specialist,4/21/2022,6500,2,0.32,2.9,Bachelor's,3,2,No,3,39,Varna,Yes
1788,Female,55,Customer Support,Customer Service Manager,09/04/2018,7100,1,0.48,1,Bachelor's,1,6,Yes,19,29,Burgas,Yes
2907,Male,25,Customer Support,Technical Support Specialist,7/17/2013,7300,3,0.2,2.9,Bachelor's,8,11,Yes,3,1,Sofia,No
2493,Female,35,Security,Cybersecurity Specialist,2/15/2018,6500,2,0.22,2.5,High School,1,6,No,7,43,Burgas,Yes
7432,Male,49,Compliance,AML Officer,04/08/2020,6900,5,0.2,4.8,PhD,3,4,Yes,0,9,Varna,Yes
5570,Male,41,Business Transformation,Project Manager,6/19/2014,6900,1,0.22,1,Bachelor's,8,10,Yes,0,64,Burgas,Yes
2735,Female,51,Product Management,Product Development Specialist,07/06/2022,9500,3,0.12,2.8,PhD,2,2,No,8,47,Plovdiv,No
8540,Male,58,Business Transformation,Project Manager,4/16/2018,2200,2,0.43,1.8,High School,3,6,Yes,16,8,Burgas,No
2295,Female,54,Business Transformation,Project Manager,03/09/2012,4600,3,0,3.1,PhD,8,12,No,4,21,Varna,No
7356,Male,24,IT,IT Manager,03/11/2016,6000,2,0.31,2,PhD,7,8,Yes,0,49,Sofia,No
9241,Female,35,Trade Finance,Trade Analyst,7/30/2024,6100,3,0.12,2.8,PhD,3,0,Yes,0,56,Ruse,No
2014,Male,45,Fraud Prevention,Fraud Analyst,01/11/2022,8100,3,0.16,2.5,PhD,6,2,Yes,10,77,Sofia,No
7997,Male,42,Security,Security Officer,11/22/2019,7900,2,0.21,1.5,PhD,8,4,Yes,8,10,Burgas,No
9776,Female,37,Marketing,Marketing Manager,1/15/2011,4500,1,0.49,1.5,PhD,6,13,No,2,16,Plovdiv,Yes
5260,Male,49,Compliance,Data Privacy Specialist,6/28/2013,5400,1,0.25,1.4,Master's,7,11,No,0,20,Burgas,No
5923,Male,31,Business Transformation,Business Analyst,11/07/2019,4000,1,0.45,1.5,Master's,3,4,No,5,27,Ruse,No
1807,Female,30,Product Management,Product Manager,04/04/2020,8100,5,0.18,5,Bachelor's,1,4,Yes,17,40,Varna,No
4821,Male,58,Wealth Management,Financial Advisor,05/02/2021,5000,1,0.29,1.8,High School,2,3,Yes,10,45,Ruse,No
4784,Female,48,Customer Support,Customer Service Manager,10/19/2022,8000,5,0.01,4.4,High School,2,1,Yes,4,9,Plovdiv,Yes
1896,Female,31,Product Management,Product Development Specialist,11/15/2015,5900,2,0.45,2.5,PhD,6,8,No,5,22,Varna,No
4548,Female,54,Human Resources,Training Coordinator,10/30/2018,4400,1,0.27,1.3,PhD,5,5,No,4,60,Varna,Yes
6190,Female,24,Back Office,Back Office Manager,7/27/2021,7200,4,0.03,3.3,Master's,1,3,Yes,12,53,Ruse,Yes
7850,Female,42,Compliance,Compliance Manager,8/17/2011,4900,3,0.05,3.6,PhD,6,13,No,15,69,Plovdiv,No
2801,Male,46,Operations,Operations Manager,01/02/2017,6100,5,0.07,5,High School,3,7,Yes,13,38,Burgas,Yes
5413,Female,37,Compliance,Compliance Analyst,11/19/2010,3500,2,0.34,2,Bachelor's,2,13,No,17,36,Burgas,Yes
6845,Female,49,Corporate Banking,Loan Officer,3/25/2011,7800,2,0.2,1.7,PhD,7,13,Yes,18,23,Varna,No
7519,Male,57,Internal Audit,Internal Auditor,04/06/2017,6700,3,0.17,2.7,High School,3,7,No,16,37,Sofia,No
7543,Male,45,Collection,Collection Agent,1/22/2012,6700,2,0.38,2.7,PhD,1,12,Yes,12,19,Burgas,No
8892,Female,45,Product Management,Product Manager,12/09/2021,9000,5,0.12,4.8,High School,3,2,No,11,60,Ruse,Yes
1373,Female,44,Legal,Legal Advisor,1/13/2016,7600,4,0.07,4.3,Bachelor's,1,8,No,16,72,Burgas,No
9399,Female,29,Fraud Prevention,Fraud Investigator,09/10/2020,8300,4,0.15,3.8,PhD,1,4,No,13,11,Ruse,Yes
4523,Female,35,Retail Banking,Team Leader,5/27/2022,6500,3,0.09,2.9,PhD,8,2,Yes,7,43,Ruse,Yes
4377,Female,58,Legal,Paralegal,10/29/2009,4200,3,0.16,3.2,Master's,1,14,No,17,8,Burgas,No
6806,Male,48,Fraud Prevention,Fraud Prevention Manager,5/19/2023,5900,2,0.48,2.2,Bachelor's,1,1,No,9,54,Plovdiv,No
4837,Female,39,Trade Finance,Trade Finance Specialist,03/12/2013,5400,1,0.2,1.1,High School,2,11,Yes,1,75,Ruse,No
2839,Male,52,Back Office,Administrative Assistant,02/03/2022,9800,5,0.14,4.7,PhD,3,2,Yes,17,9,Ruse,Yes
9916,Female,23,Collection,Collection Agent,7/30/2020,5900,4,0.09,4.2,Bachelor's,2,4,Yes,10,76,Plovdiv,Yes
7639,Female,26,Corporate Banking,Loan Officer,8/21/2010,8200,3,0.09,3.5,High School,7,14,No,6,59,Varna,Yes
1031,Female,56,Sales,Sales Representative,10/31/2023,1600,1,0.37,1,High School,3,0,No,14,78,Ruse,No
2084,Male,22,IT,System Administrator,7/30/2023,5400,5,0.17,5,Master's,2,1,Yes,9,20,Ruse,Yes
5722,Female,39,Loan Servicing,Loan Underwriter,10/06/2016,7900,5,0.01,5,Bachelor's,3,7,Yes,8,54,Plovdiv,Yes
4582,Male,57,Corporate Banking,Corporate Sales Executive,12/17/2018,7000,5,0,4.7,PhD,2,5,No,1,41,Ruse,No
7485,Female,25,Mortgage Services,Mortgage Advisor,10/13/2011,5300,3,0.15,2.2,High School,9,12,No,6,52,Burgas,Yes
3116,Female,29,Finance,Financial Analyst,02/10/2021,4200,1,0.24,1.5,Master's,3,3,No,0,79,Burgas,Yes
6901,Male,27,Human Resources,HR Manager,03/12/2017,1400,2,0.28,2.3,High School,3,7,Yes,2,53,Burgas,Yes
1376,Female,55,Back Office,Back Office Manager,09/07/2015,6300,2,0.34,1.8,Master's,5,9,No,12,66,Burgas,Yes
6260,Female,58,Risk Management,Senior Risk Manager,12/05/2019,6400,2,0.41,2.4,PhD,2,4,No,1,14,Varna,No
9114,Female,45,Business Transformation,Business Analyst,3/29/2016,7400,5,0.04,4.6,PhD,3,8,Yes,11,19,Ruse,Yes
4030,Female,52,Mortgage Services,Mortgage Underwriter,5/14/2021,2800,1,0.3,1.5,Master's,6,3,No,14,6,Ruse,No
6021,Male,31,Collection,Debt Recovery Specialist,10/19/2019,9400,4,0.12,4.4,High School,2,4,No,14,75,Plovdiv,Yes
8996,Female,33,Marketing,Marketing Manager,01/11/2010,6300,4,0,4.5,High School,2,14,No,8,46,Burgas,Yes
6140,Female,59,Loan Servicing,Loan Processor,10/07/2020,5900,4,0.05,3.9,High School,3,3,Yes,14,50,Ruse,Yes
7368,Male,34,IT,IT Support,02/11/2017,7800,3,0.04,3.4,High School,6,7,No,0,24,Plovdiv,Yes
3380,Female,53,Sales,Sales Manager,06/08/2010,6200,3,0.05,2.9,PhD,3,14,No,0,41,Ruse,No
1018,Male,49,Trade Finance,Trade Finance Manager,01/08/2014,5200,2,0.33,2.7,High School,3,10,Yes,4,15,Plovdiv,No
7181,Female,26,Mortgage Services,Mortgage Underwriter,03/05/2024,8200,5,0.07,5,PhD,1,0,Yes,18,72,Plovdiv,Yes
8538,Male,53,Business Transformation,Business Analyst,6/14/2012,5500,4,0.07,4.4,High School,1,12,Yes,4,25,Burgas,No
8503,Male,26,Human Resources,Recruiter,8/28/2012,4700,2,0.28,2.1,PhD,5,12,Yes,12,20,Plovdiv,Yes
2515,Female,49,Operations,Data Entry Clerk,5/13/2014,7900,4,0.07,3.7,Master's,3,10,Yes,16,71,Plovdiv,Yes
2549,Male,47,IT,IT Manager,4/17/2018,8900,4,0.03,3.8,PhD,2,6,No,8,64,Ruse,Yes
5201,Female,57,Human Resources,Recruiter,9/28/2016,4800,3,0.12,2.8,PhD,2,8,No,18,38,Burgas,No
9913,Female,25,Human Resources,Recruiter,11/19/2021,8900,4,0.19,4,High School,2,2,Yes,14,71,Varna,No
1536,Female,27,Fraud Prevention,Fraud Analyst,3/22/2018,6500,2,0.47,2.2,Bachelor's,2,6,No,13,11,Plovdiv,Yes
9753,Female,29,Operations,Data Entry Clerk,05/03/2019,8700,4,0.04,5,Master's,2,5,Yes,4,31,Plovdiv,Yes
4964,Male,32,Customer Support,Customer Service Manager,07/01/2012,5900,3,0.08,2.9,Master's,5,12,No,16,44,Plovdiv,Yes
2951,Female,56,Loan Servicing,Loan Servicing Specialist,05/02/2017,4700,5,0.15,4.9,Bachelor's,3,7,Yes,6,77,Plovdiv,Yes
5422,Male,37,Loan Servicing,Loan Servicing Specialist,11/23/2019,3200,2,0.41,2.6,Master's,9,4,No,19,78,Plovdiv,No
2600,Male,24,Fraud Prevention,Fraud Prevention Manager,06/01/2016,5700,2,0.2,2.3,Master's,1,8,No,9,45,Ruse,Yes
9071,Female,40,Mortgage Services,Mortgage Officer,11/17/2020,5500,2,0.22,1.7,Bachelor's,9,3,Yes,6,56,Plovdiv,No
4292,Male,40,Business Transformation,Change Manager,11/23/2022,3700,1,0.22,1.3,High School,6,1,Yes,5,73,Sofia,Yes
7463,Male,27,Compliance,Compliance Manager,11/16/2022,9000,3,0.1,3.9,PhD,2,1,Yes,4,23,Plovdiv,Yes
1572,Female,37,Digital Banking,Online Banking Manager,1/31/2016,6300,2,0.21,1.8,Bachelor's,1,8,No,4,75,Plovdiv,No
8109,Female,42,Back Office,Administrative Assistant,05/07/2019,4900,2,0.32,1.6,PhD,8,5,No,9,34,Ruse,No
6573,Female,28,Digital Banking,Digital Product Manager,05/07/2022,4200,1,0.39,1,High School,5,2,No,4,65,Sofia,No
3880,Female,31,Retail Banking,Retail Sales Advisor,01/01/2010,2800,1,0.27,1,High School,2,14,No,4,28,Sofia,No
6950,Male,29,Finance,Tax Specialist,10/03/2020,9100,5,0.16,5,High School,2,3,No,3,18,Plovdiv,Yes
6094,Male,53,Finance,Accountant,6/30/2017,6200,2,0.21,3.3,Master's,6,7,Yes,16,37,Ruse,No
9914,Female,31,Mortgage Services,Mortgage Underwriter,9/23/2010,6700,3,0.07,3.1,High School,5,14,Yes,4,65,Plovdiv,No
7605,Male,50,Customer Support,Technical Support Specialist,3/19/2021,3400,1,0.27,1.3,Bachelor's,6,3,Yes,16,30,Plovdiv,No
1232,Male,43,Digital Banking,Digital Product Manager,7/15/2016,8700,5,0.03,3.8,PhD,3,8,No,13,1,Varna,Yes
4653,Male,24,Fraud Prevention,Fraud Investigator,12/27/2013,3500,2,0.23,1.7,Bachelor's,4,10,No,17,20,Varna,Yes
9540,Male,45,Collection,Collection Agent,06/06/2014,2800,2,0.25,2.6,PhD,4,10,No,19,35,Varna,No
2387,Female,38,Security,Security Officer,2/23/2016,4100,3,0.1,2.7,PhD,2,8,No,9,36,Burgas,No
7470,Female,44,Trade Finance,Trade Finance Specialist,07/08/2016,5200,3,0.08,3.1,Bachelor's,7,8,Yes,12,52,Ruse,No
3683,Female,58,Business Transformation,Project Manager,5/19/2014,6000,2,0.46,2,High School,9,10,Yes,15,57,Plovdiv,Yes
2631,Male,33,Collection,Debt Recovery Specialist,3/19/2015,6600,3,0.04,3.2,High School,7,9,No,2,17,Varna,No
4427,Male,27,Risk Management,Risk Analyst,4/29/2013,6800,1,0.3,1.2,Master's,7,11,Yes,19,1,Varna,Yes
2045,Female,43,Collection,Collection Manager,06/09/2013,5900,4,0.18,4.2,Master's,2,11,No,2,50,Ruse,Yes
7855,Female,58,Business Transformation,Change Manager,02/09/2021,4800,4,0.14,4.2,Bachelor's,2,3,No,1,45,Sofia,Yes
8755,Female,39,Mortgage Services,Mortgage Underwriter,09/02/2013,4600,2,0.33,1.9,High School,2,11,No,17,68,Varna,No
8671,Female,51,Compliance,Compliance Monitoring Officer,8/23/2013,11500,5,0.14,4.3,Bachelor's,1,11,Yes,11,62,Burgas,Yes
4721,Female,41,Marketing,Marketing Analyst,10/17/2020,9100,4,0.03,4.2,Bachelor's,2,3,Yes,11,68,Burgas,Yes
4167,Male,53,Business Transformation,Project Manager,4/14/2023,4000,1,0.21,1,PhD,2,1,No,6,65,Varna,Yes
9541,Female,30,Compliance,Data Privacy Specialist,7/26/2017,8800,5,0.1,5,High School,3,7,Yes,4,34,Ruse,Yes
9939,Female,25,Marketing,Marketing Manager,12/08/2011,3400,2,0.26,2.4,High School,9,12,No,19,69,Burgas,Yes
2158,Female,42,Loan Servicing,Loan Underwriter,04/07/2017,3100,1,0.43,1,High School,2,7,No,9,69,Plovdiv,Yes
7086,Male,46,Trade Finance,Trade Analyst,07/12/2017,7600,5,0,5,PhD,2,7,No,0,32,Ruse,Yes
6631,Female,27,IT,System Administrator,1/19/2010,8000,3,0.09,2.8,PhD,3,14,No,5,54,Ruse,Yes
9957,Female,31,Mortgage Services,Mortgage Underwriter,9/15/2017,8000,3,0.09,3.1,High School,3,7,Yes,9,29,Plovdiv,No
1679,Male,41,Collection,Collection Agent,12/13/2021,3800,3,0.15,4.1,High School,3,2,Yes,19,9,Burgas,No
3872,Male,42,Loan Servicing,Loan Servicing Specialist,11/11/2017,9000,5,0.07,4.6,Bachelor's,1,6,No,6,29,Varna,No
2699,Female,51,Retail Banking,Personal Banker,4/16/2022,7000,5,0.12,4.5,Master's,3,2,Yes,18,27,Varna,Yes
4010,Female,54,Collection,Debt Recovery Specialist,08/07/2018,5500,1,0.45,1,PhD,2,6,Yes,2,11,Plovdiv,No
2824,Male,25,IT,IT Manager,12/17/2021,6400,4,0.17,3.4,Bachelor's,2,2,Yes,9,23,Varna,Yes
4985,Female,28,Loan Servicing,Loan Underwriter,8/16/2019,7000,4,0.06,4,Master's,1,5,Yes,9,70,Ruse,No
5594,Female,53,Customer Support,Customer Service Manager,3/28/2012,5500,2,0.35,2,High School,9,12,No,0,56,Sofia,Yes
2609,Male,47,Operations,Back Office Specialist,4/19/2014,6700,5,0.08,4.9,PhD,3,10,No,12,71,Burgas,Yes
5388,Female,58,Trade Finance,Trade Finance Manager,03/08/2022,5000,4,0.09,3.9,PhD,1,2,Yes,10,74,Varna,Yes
2079,Male,27,Operations,Back Office Specialist,2/26/2022,8700,5,0.06,4.8,Master's,1,2,Yes,1,59,Plovdiv,Yes
9984,Male,23,Digital Banking,Digital Product Manager,11/16/2015,8800,5,0.1,4.2,PhD,1,8,Yes,0,74,Ruse,Yes
3770,Male,27,Fraud Prevention,Fraud Analyst,11/28/2011,5600,2,0.46,1.5,Master's,9,12,No,14,6,Sofia,No
3258,Female,49,Sales,Sales Manager,8/29/2019,7900,4,0.04,4,Bachelor's,1,5,Yes,19,9,Sofia,No
4435,Male,23,Operations,Data Entry Clerk,04/05/2021,4200,2,0.33,2,PhD,3,3,No,0,22,Ruse,Yes
6694,Female,38,Legal,Paralegal,3/19/2017,7800,4,0.04,4.5,Master's,1,7,No,2,35,Sofia,Yes
2556,Male,45,Marketing,Communications Specialist,8/20/2020,7900,4,0.13,4.2,Master's,3,4,Yes,18,39,Plovdiv,No
3971,Female,23,Retail Banking,Branch Manager,3/21/2022,5400,3,0.11,2.6,High School,1,2,Yes,3,44,Plovdiv,No
2078,Female,25,Security,Cybersecurity Specialist,12/26/2012,5700,4,0.01,3.5,PhD,1,11,No,0,2,Burgas,Yes
1677,Female,47,Product Management,Product Manager,2/25/2022,3000,1,0.5,1.3,Bachelor's,7,2,No,4,60,Ruse,No
3289,Male,54,Risk Management,Senior Risk Manager,03/08/2021,8200,2,0.3,2,High School,6,3,Yes,4,65,Ruse,Yes
7775,Female,23,Mortgage Services,Mortgage Advisor,8/28/2017,7200,5,0.19,5,PhD,2,7,No,17,24,Plovdiv,No
5781,Female,37,Collection,Debt Recovery Specialist,4/15/2010,3400,2,0.42,1,Bachelor's,4,14,No,9,1,Plovdiv,Yes
5409,Male,49,Corporate Banking,Corporate Finance Associate,01/01/2019,4800,3,0.04,3.4,PhD,7,5,No,6,64,Sofia,No
4135,Male,51,Operations,Operations Analyst,11/25/2011,7600,5,0.16,4,Bachelor's,3,12,Yes,12,75,Sofia,Yes
9585,Female,39,Retail Banking,Personal Banker,4/22/2021,2600,1,0.29,1,Master's,8,3,Yes,6,7,Burgas,No
3602,Male,26,Compliance,AML Officer,09/06/2022,4800,3,0.07,4.4,High School,5,2,No,15,66,Plovdiv,Yes
5073,Female,38,Finance,Tax Specialist,01/01/2020,1800,3,0.12,2.9,PhD,5,4,No,13,65,Sofia,Yes
1484,Male,48,Finance,Financial Analyst,5/18/2017,5200,2,0.27,1.9,High School,4,7,No,12,26,Varna,No
6854,Female,30,Collection,Debt Recovery Specialist,03/08/2020,5800,2,0.26,2,High School,1,4,No,4,4,Burgas,No
7698,Male,30,Fraud Prevention,Fraud Investigator,2/23/2015,1500,1,0.3,1.6,Master's,3,9,Yes,3,37,Varna,No
2424,Male,45,Marketing,Marketing Manager,10/20/2018,7500,5,0.03,4.9,High School,1,5,Yes,10,18,Plovdiv,Yes
9592,Male,34,Trade Finance,Trade Finance Specialist,3/20/2022,8900,4,0,4,PhD,3,2,Yes,9,8,Burgas,No
1105,Female,56,Collection,Collection Agent,8/23/2022,2500,1,0.49,1.2,High School,3,2,No,18,71,Plovdiv,No
5055,Male,56,Loan Servicing,Loan Processor,6/30/2022,2200,2,0.29,1.8,PhD,7,2,Yes,5,10,Ruse,No
